Source,Year,Month,Region,Site,Zone,Replicate,Preservation Method,Taxa,raw individual count,WM shell on (g),WM (g),DM (g),AFDM (g),DM/WM,AFDM/DM,AFDM/WM,mesh size (um)
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Amphipoda,109,,0.0573,0.0092,,0.160558464,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Amphipoda,231,,0.1222,0.0225,,0.184124386,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Amphipoda,97,,0.0499,0.0085,,0.170340681,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Amphipoda,1,,0.0041,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep3,Frozen,Amphipoda,2,,0.0006,0.0002,,0.333333333,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Amphipoda,3,,0.0021,0.0006,,0.285714286,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Amphipoda,68,,0.0933,0.0125,,0.13397642,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Amphipoda,69,,0.0217,0.0019,,0.087557604,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Amphipoda,93,,0.0452,0.0059,,0.130530973,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Amphipoda,190,,0.0683,0.012,,0.175695461,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Amphipoda,475,,0.1447,0.0201,,0.138908086,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Amphipoda,314,,0.0652,0.0149,,0.228527607,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Amphipoda,91,,0.1646,0.029,,0.17618469,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Amphipoda,169,,0.0765,0.0127,,0.166013072,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Amphipoda,158,,0.1468,0.0202,,0.13760218,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Amphipoda,88,,0.0649,0.0096,,0.147919877,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Amphipoda,27,,0.0307,0.0061,,0.198697068,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Amphipoda,4675,,1.0976,0.2392,,0.217930029,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Amphipoda,567,,0.1942,0.0376,,0.19361483,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Amphipoda,431,,0.1469,0.0233,,0.1586113,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Amphipoda,2943,,0.9729,0.1486,,0.152739233,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Amphipoda,585,,0.2349,0.0374,,0.159216688,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Amphipoda,616,,0.206,0.0339,,0.164563107,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Amphipoda,991,,0.4173,0.0701,,0.167984663,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep3,Frozen,Amphipoda,1103,,0.4236,0.0691,,0.16312559,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Amphipoda,1008,,0.446,0.072,,0.161434978,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Amphipoda,774,,0.3434,0.0492,,0.143273151,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Amphipoda,482,,0.1385,0.0224,,0.161732852,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep2,Frozen,Amphipoda,444,,0.1495,0.0193,,0.12909699,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep3,Frozen,Amphipoda,665,,0.191,0.0282,,0.147643979,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep4,Frozen,Amphipoda,593,,0.233,0.032,,0.137339056,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep5,Frozen,Amphipoda,680,,0.2509,0.0333,,0.1327222,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep1,Frozen,Amphipoda,818,,0.2086,0.0387,,0.185522531,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep2,Frozen,Amphipoda,711,,0.2549,0.0336,,0.131816399,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep3,Frozen,Amphipoda,343,,0.1233,0.0191,,0.154906732,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep4,Frozen,Amphipoda,307,,0.0844,0.0152,,0.180094787,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep5,Frozen,Amphipoda,852,,0.2186,0.033,,0.150960659,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep1,Frozen,Amphipoda,767,,0.1825,0.0274,,0.150136986,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep2,Frozen,Amphipoda,1278,,0.3627,0.0567,,0.156327543,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Amphipoda,653,,0.2212,0.0372,,0.168173599,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep4,Frozen,Amphipoda,613,,0.2295,0.0296,,0.128976035,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep5,Frozen,Amphipoda,852,,0.2309,0.0397,,0.171935903,0,0,500
Flinders-HCHB,2020,Jun,NL,NM,I,rep1,Frozen,Amphipoda,1,,0.0003,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,NL,NM,P,rep4,Frozen,Amphipoda,1,,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep1,Frozen,Arthritica,761,,0.9538,0.5156,,0.540574544,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Arthritica,852,,1.4285,0.7166,,0.501645082,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Arthritica,771,,1.1668,0.6214,,0.532567707,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Arthritica,1022,,1.2278,0.7128,,0.580550578,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Arthritica,573,,0.754,0.3864,,0.512466844,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Arthritica,29,,0.0585,0.0274,,0.468376068,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep2,Frozen,Arthritica,35,,0.1496,0.0674,,0.450534759,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep3,Frozen,Arthritica,3,,0.0014,0.001,,0.714285714,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Arthritica,11,,0.0356,0.0147,,0.412921348,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Arthritica,5,,0.0021,0.0008,,0.380952381,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Arthritica,195,,0.2549,0.1359,,0.533150255,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Arthritica,267,,0.3251,0.1657,,0.509689326,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Arthritica,179,,0.3168,0.1599,,0.504734848,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Arthritica,1110,,1.5387,0.8532,,0.554494053,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Arthritica,792,,1.0025,0.5345,,0.533167082,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Arthritica,81,,0.1283,0.0636,,0.495713172,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Arthritica,105,,0.1581,0.0806,,0.509803922,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Arthritica,78,,0.1455,0.0705,,0.484536082,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Arthritica,79,,0.1218,0.0686,,0.563218391,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Arthritica,75,,0.1459,0.0773,,0.529814942,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Arthritica,581,,0.9829,0.6414,,0.652558755,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Arthritica,612,,1.0893,0.6427,,0.590011934,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Arthritica,443,,1.0022,0.6456,,0.644182798,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Arthritica,702,,1.5499,0.9388,,0.605716498,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Arthritica,572,,1.1854,0.7066,,0.596085709,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Arthritica,84,,0.1368,0.0839,,0.613304094,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Arthritica,73,,0.0912,0.0581,,0.637061404,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep3,Frozen,Arthritica,119,,0.1311,0.0898,,0.684973303,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Arthritica,67,,0.0997,0.0603,,0.604814443,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Arthritica,41,,0.0753,0.0466,,0.618857902,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Arthritica,406,,0.5922,0.2895,,0.488855117,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep2,Frozen,Arthritica,290,,0.5206,0.2495,,0.479254706,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep3,Frozen,Arthritica,250,,0.5306,0.2817,,0.530908406,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep4,Frozen,Arthritica,135,,0.1728,0.0907,,0.524884259,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep5,Frozen,Arthritica,125,,0.1285,0.0711,,0.553307393,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep1,Frozen,Arthritica,19,,0.0284,0.0146,,0.514084507,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep2,Frozen,Arthritica,10,,0.0212,0.0107,,0.504716981,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep3,Frozen,Arthritica,6,,0.0158,0.007,,0.443037975,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep4,Frozen,Arthritica,11,,0.0162,0.0086,,0.530864198,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep5,Frozen,Arthritica,9,,0.0263,0.0135,,0.513307985,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep1,Frozen,Arthritica,436,,0.69,0.4485,,0.65,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep2,Frozen,Arthritica,780,,1.0733,0.619,,0.576725985,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Arthritica,485,,0.8912,0.4997,,0.560704668,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep4,Frozen,Arthritica,681,,1.0288,0.5783,,0.562111198,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep5,Frozen,Arthritica,417,,0.6867,0.4435,,0.645842435,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep1,Frozen,Hydrobiidae,5,,0.0409,0.0247,,0.60391198,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Hydrobiidae,15,,0.0937,0.0558,,0.595517609,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Hydrobiidae,7,,0.0318,0.0187,,0.588050314,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Hydrobiidae,29,,0.1903,0.1158,,0.608512874,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Hydrobiidae,11,,0.0506,0.0312,,0.616600791,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Hydrobiidae,14,,0.0265,0.0152,,0.573584906,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep2,Frozen,Hydrobiidae,22,,0.103,0.0661,,0.641747573,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep3,Frozen,Hydrobiidae,22,,0.134,0.0863,,0.644029851,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Hydrobiidae,31,,0.2469,0.157,,0.635884974,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Hydrobiidae,29,,0.0595,0.0305,,0.512605042,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Hydrobiidae,8,,0.0782,0.0489,,0.625319693,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Hydrobiidae,14,,0.1296,0.0817,,0.630401235,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Hydrobiidae,22,,0.214,0.1327,,0.620093458,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Hydrobiidae,90,,0.6413,0.3916,,0.610634648,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Hydrobiidae,29,,0.2247,0.1398,,0.622162884,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Hydrobiidae,5,,0.0227,0.0138,,0.607929515,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Hydrobiidae,4,,0.0052,0.0027,,0.519230769,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Hydrobiidae,3,,0.0165,0.0095,,0.575757576,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Hydrobiidae,3,,0.0181,0.0111,,0.613259669,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Hydrobiidae,5,,0.0045,0.002,,0.444444444,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Hydrobiidae,45,,0.4388,0.2854,,0.65041021,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Hydrobiidae,13,,0.129,0.0846,,0.655813953,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Hydrobiidae,7,,0.0592,0.0407,,0.6875,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Hydrobiidae,3,,0.0234,0.0148,,0.632478632,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Hydrobiidae,6,,0.0307,0.0198,,0.64495114,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Hydrobiidae,3,,0.0027,0.0016,,0.592592593,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Hydrobiidae,1,,0.002,0.0016,,0.8,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Hydrobiidae,1,,0.0009,0.0006,,0.666666667,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Hydrobiidae,6,,0.008,0.0044,,0.55,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep1,Frozen,Hydrobiidae,2,,0.0014,0.0007,,0.5,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Hydrobiidae,2,,0.0009,0.0007,,0.777777778,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Salinator,3,,0.0125,0.0047,,0.376,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Salinator,5,,0.3727,0.1409,,0.378052053,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep4,Frozen,Salinator,4,,0.0136,0.0065,,0.477941176,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Phyllodoce,1,,0.0341,0.0024,,0.070381232,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep5,Frozen,Salinator,13,,2.06,0.8702,,0.422427184,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Salinator,1,,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep1,Frozen,Salinator,1,,0.1565,0.0667,,0.426198083,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Salinator,2,,0.1068,0.0381,,0.356741573,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep3,Frozen,Salinator,4,,0.4485,0.1816,,0.40490524,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep4,Frozen,Salinator,26,,0.6782,0.2793,,0.41182542,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Salinator,12,,0.3252,0.1431,,0.4400369,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep1,Frozen,Salinator,4,,0.6694,0.2823,,0.421720944,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep2,Frozen,Salinator,6,,0.0861,0.0354,,0.411149826,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep3,Frozen,Salinator,6,,0.3865,0.1668,,0.43156533,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep4,Frozen,Salinator,8,,0.049,0.0221,,0.451020408,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,I,rep5,Frozen,Salinator,2,,0.0056,0.0031,,0.553571429,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Salinator,2,,0.013,0.0051,,0.392307692,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Amarinus laevis,1,,0.0733,0.0188,,0.256480218,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Soletellina,1,,0.0074,0.0023,,0.310810811,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep2,Frozen,Soletellina,1,0.7051,0.4661,0.0453,,0.097189444,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Soletellina,,0.3474,0.2153,0.0382,,0.177426846,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Soletellina,2,0.3892,0.246,0.0389,,0.158130081,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Soletellina,1,0.1167,0.0721,0.0095,,0.131761442,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Soletellina,1,0.5747,0.3382,0.0593,,0.175340035,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Soletellina,1,0.1269,0.0761,0.0116,,0.152431012,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep3,Frozen,Soletellina,4,0.53,0.3,0.0281,,0.093666667,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Soletellina,1,2.2974,1.5665,0.3296,,0.210405362,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep2,Frozen,Spisula,1,0.3935,0.106,0.0075,,0.070754717,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Spisula,9,3.3408,0.7727,0.278,,0.359777404,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Spisula,11,4.3511,1.1696,0.3496,,0.298905609,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Spisula,8,2.3988,0.5133,0.0835,,0.162672901,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Spisula,11,4.1458,0.8432,0.0975,,0.11563093,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Spisula,11,2.8417,0.6821,0.0714,,0.104676734,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep1,Frozen,Spisula,1,0.2644,0.0727,0.0041,,0.056396149,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep2,Frozen,Spisula,1,0.5554,0.1001,0.007,,0.06993007,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Phyllodoce,1,,0.0535,0.0022,,0.041121495,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep4,Frozen,Phyllodoce,1,,0.5191,0.0354,,0.068194953,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,P,rep3,Frozen,Nephtys,1,,0.023,0.0023,,0.1,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Nephtys,1,,0.0394,0.002,,0.050761421,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep2,Frozen,Nephtys,1,,0.1772,0.0135,,0.076185102,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Nephtys,1,,0.0113,0.0006,,0.053097345,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Nephtys,6,,0.5949,0.037,,0.062195327,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Nephtys,7,,0.5946,0.0565,,0.095021863,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Nephtys,9,,0.616,0.0415,,0.06737013,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Nephtys,5,,0.4803,0.0293,,0.061003539,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Nephtys,5,,0.3309,0.0199,,0.060139015,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Nephtys,1,,0.0997,0.0083,,0.083249749,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep1,Frozen,Boccardiella,38,,0.0074,0.0006,,0.081081081,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep2,Frozen,Boccardiella,43,,0.0332,0.0031,,0.093373494,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Boccardiella,88,,0.1628,0.0115,,0.070638821,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Boccardiella,3,,0.0023,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,B19,I,rep5,Frozen,Boccardiella,5,,0.0013,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Boccardiella,1,,0.0013,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Ficopomatus,9,,0.0162,0.0008,,0.049382716,0,0,500
Flinders-HCHB,2020,Jun,SL,JP,I,rep4,Frozen,Ceratopogonidae,1,,0.0003,1E-04,,0.333333333,0,0,500
Flinders-HCHB,2020,Jun,SL,JP,I,rep2,Frozen,Dolichopodidae,2,,0.0007,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Mysidacea,2,,0.0018,0.0007,,0.388888889,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep2,Frozen,Mysidacea,4,,0.0017,0.0008,,0.470588235,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep3,Frozen,Mysidacea,2,,0.0013,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep4,Frozen,Mysidacea,3,,0.002,0.0003,,0.15,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep1,Frozen,Mysidacea,2,,0.0016,1E-04,,0.0625,0,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep2,Frozen,Mysidacea,3,,0.0079,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Mysidacea,1,,0.001,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep5,Frozen,Mysidacea,5,,0.0171,0.0032,,0.187134503,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep1,Frozen,Mysidacea,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,NL,LP,I,rep5,Frozen,Mysidacea,1,,0.0138,0.0014,,0.101449275,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep4,Frozen,Mysidacea,1,,0.0081,0.0013,,0.160493827,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep3,Frozen,Mysidacea,3,,0.0189,0.0031,,0.164021164,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,P,rep4,Frozen,Mysidacea,4,,0.0144,0.0047,,0.326388889,0,0,500
Flinders-HCHB,2020,Jun,NL,NM,P,rep1,Frozen,Mysidacea,2,,0.02,0.0046,,0.23,0,0,500
Flinders-HCHB,2020,Jun,NL,NM,P,rep2,Frozen,Mysidacea,1,,0.0054,0.0008,,0.148148148,0,0,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Rhynchobdellida,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep4,Frozen,Ostracoda,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,MM,B19,S,rep5,Frozen,Ostracoda,12,,0.0015,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Ostracoda,2,,0.0011,0.0005,,0.454545455,0,0,500
Flinders-HCHB,2020,Jun,NL,LP,S,rep2,Frozen,Ostracoda,2,,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,NL,NM,P,rep2,Frozen,Ostracoda,5,,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,SL,HG,I,rep1,Frozen,Ostracoda,14,,0.0019,0.0002,,0.105263158,0,0,500
Flinders-HCHB,2020,Jun,SL,HG,I,rep2,Frozen,Ostracoda,13,,0.0108,0.0005,,0.046296296,0,0,500
Flinders-HCHB,2020,Jun,SL,HG,I,rep3,Frozen,Ostracoda,9,,0.001,1E-04,,0.1,0,0,500
Flinders-HCHB,2020,Jun,SL,HG,I,rep4,Frozen,Ostracoda,28,,0.0022,0.0002,,0.090909091,0,0,500
Flinders-HCHB,2020,Jun,SL,HG,I,rep5,Frozen,Ostracoda,10,,0.0016,0.0003,,0.1875,0,0,500
Flinders-HCHB,2020,Jun,SL,HG,S,rep5,Frozen,Ostracoda,5,,0.0004,0,,0,#DIV/0!,0,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep1,Frozen,Liloa brevis,3,,,,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,MM,PP,S,rep5,Frozen,Liloa brevis,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,MM,PP,P,rep4,Frozen,Arenicolidae,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!,500
Flinders-HCHB,2020,Jun,SL,JP,I,rep1,Frozen,Stratiomyidae,1,,0.0008,1E-04,,0.125,0,0,500
